circRNA_ID	gene_id
chr19:6731199|6731522	ENSG00000125734.16
chr19:6732476|6734307	ENSG00000125734.16
chr19:6743194|6744700	ENSG00000125733.18
chr19:6754831|6760987	ENSG00000125731.13
chr19:6828622|6828900	ENSG00000141968.8
chr19:6972240|6981215	ENSG00000268758.7
chr19:6972240|6981770	ENSG00000268758.7
chr19:7070562|7075743	ENSG00000130544.12
chr19:7070562|7076507	ENSG00000130544.12
chr19:7142816|7163199	ENSG00000171105.14
chr19:7441653|7453715	ENSG00000104880.19
chr19:7482033|7486026	ENSG00000104883.8
chr19:7534168|7535577	ENSG00000268614.1
chr19:7534168|7536546	ENSG00000268614.1
chr19:7560591|7561110	ENSG00000032444.17
chr19:7610476|7611586	ENSG00000076826.10
chr19:7622530|7623882	ENSG00000076924.12
chr19:7630823|7642536	ENSG00000268400.5
chr19:7641705|7642823	ENSG00000076944.17
chr19:7697013|7698409	ENSG00000104921.15
chr19:7697013|7698854	ENSG00000104921.15
chr19:7730351|7731319	ENSG00000288669.1
chr19:7731026|7732122	ENSG00000288669.1
chr19:7732048|7743240	ENSG00000288669.1
chr19:7745518|7746531	ENSG00000090659.18
chr19:7745794|7746531	ENSG00000090659.18
chr19:7765185|7766207	ENSG00000104938.18
chr19:7872849|7873696	ENSG00000183248.12
chr19:7873197|7873696	ENSG00000183248.12
chr19:7910063|7911159	ENSG00000076984.18
chr19:7928077|7931188	ENSG00000104980.8
chr19:7938027|7941197	ENSG00000104980.8
chr19:8053000|8056269	ENSG00000131142.14
chr19:8096444|8097006	ENSG00000142449.13
chr19:8316496|8320906	ENSG00000267855.6
chr19:8319301|8320906	ENSG00000267855.6
chr19:8333014|8334419	ENSG00000186994.12
chr19:8490594|8490995	ENSG00000133246.12
chr19:8512387|8513341	ENSG00000133250.14
chr19:8632476|8635746	ENSG00000268480.4
chr19:8821180|8824417	ENSG00000167785.9
chr19:9155925|9157394	ENSG00000130803.15
chr19:9378962|9379619	ENSG00000188629.13
chr19:9418505|9420218	ENSG00000174652.20
chr19:9419217|9434235	ENSG00000174652.20
chr19:9471296|9475369	ENSG00000198028.4
chr19:9658009|9660874	ENSG00000171466.10
chr19:9696094|9700086	ENSG00000224689.10
chr19:10017057|10018910	ENSG00000080511.5
chr19:10086929|10090047	ENSG00000130813.18
chr19:10107804|10110020	ENSG00000130810.20
chr19:10139676|10142220	ENSG00000130816.17
chr19:10143766|10151545	ENSG00000130816.17
chr19:10151750|10156509	ENSG00000130816.17
chr19:10252551|10258328	ENSG00000105364.14
chr19:10284129|10284657	ENSG00000090339.9
chr19:10292612|10294318	ENSG00000105376.5
chr19:10292612|10293943	ENSG00000105376.5
chr19:10308185|10309448	ENSG00000167807.15
chr19:10309557|10310940	ENSG00000167807.15
chr19:10315386|10315759	ENSG00000167807.15
chr19:10321048|10323274	ENSG00000161847.14
chr19:10338682|10339245	ENSG00000076662.10
chr19:10395435|10396203	ENSG00000105401.9
chr19:10395928|10400693	ENSG00000105401.9
chr19:10454829|10461103	ENSG00000065989.16
chr19:10547189|10549034	ENSG00000130734.10
chr19:10636662|10637929	ENSG00000129353.15
chr19:10679097|10681329	ENSG00000129351.17
chr19:10701950|10702254	ENSG00000213339.9
chr19:10850259|10856357	ENSG00000214212.9
chr19:10850259|10859958	ENSG00000214212.9
chr19:11018957|11023631	ENSG00000127616.20
chr19:11110652|11113762	ENSG00000130164.14
chr19:11335665|11337460	ENSG00000105514.8
chr19:11352057|11353572	ENSG00000183401.12
chr19:11359532|11362689	ENSG00000105520.11
chr19:11380884|11382105	ENSG00000187266.14
chr19:11381056|11383232	ENSG00000187266.14
chr19:11423877|11426784	ENSG00000198003.12
chr19:11436041|11436505	ENSG00000130175.10
chr19:11539295|11546969	ENSG00000130176.8
chr19:11564061|11575353	ENSG00000198551.10
chr19:11604210|11614653	ENSG00000198551.10
chr19:11648358|11650417	ENSG00000197332.9
chr19:11650357|11678420	ENSG00000197332.9
chr19:12001774|12074157	ENSG00000286098.1
chr19:12046368|12046760	ENSG00000257446.4
chr19:12140180|12147455	ENSG00000213297.8
chr19:12147395|12147802	ENSG00000257591.6
chr19:12147680|12156714	ENSG00000257591.6
chr19:12275956|12293375	ENSG00000197857.15
chr19:12321272|12322711	ENSG00000188868.14
chr19:12322585|12324979	ENSG00000188868.14
chr19:12466462|12466850	ENSG00000196826.7
chr19:12466724|12513833	ENSG00000242852.7
chr19:12528570|12550652	ENSG00000196826.7
chr19:12609158|12609974	ENSG00000188033.10
chr19:12647233|12647598	ENSG00000104774.13
chr19:12665703|12669233	ENSG00000269590.1
chr19:12679623|12680325	ENSG00000095059.17
chr19:12691166|12694722	ENSG00000132004.13
chr19:12719029|12719336	ENSG00000105576.16
chr19:12753260|12755456	ENSG00000039987.7
chr19:12807206|12807506	ENSG00000104889.7
chr19:12880802|12881152	ENSG00000105612.9
chr19:12928342|12930341	ENSG00000179115.11
chr19:12947848|12948358	ENSG00000179262.10
chr19:12948497|12948813	ENSG00000179262.10
chr19:13073047|13075671	ENSG00000008441.19
chr19:13115997|13116340	ENSG00000104907.13
chr19:13135200|13136405	ENSG00000160877.6
chr19:13145288|13149091	ENSG00000104915.15
chr19:13235614|13257551	ENSG00000141837.22
chr19:13751608|13757846	ENSG00000104957.14
chr19:14291627|14292917	ENSG00000267723.1
chr19:14397658|14401760	ENSG00000123146.20
chr19:14434590|14441443	ENSG00000123143.13
chr19:14518139|14527810	ENSG00000132002.9
chr19:14550383|14554318	ENSG00000132002.9
chr19:14562525|14563702	ENSG00000099797.15
chr19:14638105|14647365	ENSG00000131355.15
chr19:14693451|14695661	ENSG00000160961.12
chr19:14764433|14772497	ENSG00000127507.18
chr19:14962002|14971874	ENSG00000105143.13
chr19:14971737|14972917	ENSG00000105143.13
chr19:15020461|15021519	ENSG00000160994.4
chr19:15021353|15021519	ENSG00000160994.4
chr19:15053482|15053958	ENSG00000105141.6
chr19:15111313|15111792	ENSG00000105137.13
chr19:15119166|15123243	ENSG00000105135.16
chr19:15230962|15231396	ENSG00000105131.8
chr19:15231239|15232256	ENSG00000105131.8
chr19:15424613|15427533	ENSG00000011451.21
chr19:15537535|15544037	ENSG00000171954.13
chr19:15573738|15577239	ENSG00000269516.6
chr19:15664257|15667241	ENSG00000267241.2
chr19:15769585|15772179	ENSG00000267594.5
chr19:15769585|15771255	ENSG00000267594.5
chr19:15914762|15924082	ENSG00000171903.17
chr19:15922364|15927339	ENSG00000171903.17
chr19:16081913|16088097	ENSG00000167460.17
chr19:16118226|16121810	ENSG00000167461.12
chr19:16148724|16152641	ENSG00000196684.12
chr19:16385129|16394001	ENSG00000127527.14
chr19:16417552|16425316	ENSG00000127527.14
chr19:16483930|16485257	ENSG00000269058.6
chr19:16519167|16577682	ENSG00000141979.4
chr19:16525242|16529900	ENSG00000085872.15
chr19:16555152|16568169	ENSG00000127526.15
chr19:16654035|16659447	ENSG00000214046.9
chr19:16679984|16680581	ENSG00000072954.7
chr19:16761979|16789190	ENSG00000188039.16
chr19:17058811|17069086	ENSG00000131351.15
chr19:17215802|17216070	ENSG00000053501.14
chr19:17226994|17228005	ENSG00000099330.9
chr19:17268802|17274024	ENSG00000130307.12
chr19:17282656|17284266	ENSG00000160117.16
chr19:17294288|17294845	ENSG00000127220.6
chr19:17365286|17366195	ENSG00000130300.9
chr19:17391211|17391846	ENSG00000269720.2
chr19:17404129|17404437	ENSG00000130303.14
chr19:17423498|17423799	ENSG00000141971.13
chr19:17489008|17497464	ENSG00000130304.17
chr19:17539603|17543433	ENSG00000167483.19
chr19:17559311|17560465	ENSG00000130309.12
chr19:17567406|17577271	ENSG00000130309.12
chr19:17754592|17764449	ENSG00000130475.15
chr19:17841389|17841762	ENSG00000105639.20
chr19:17936410|17942845	ENSG00000007080.11
chr19:18008711|18010039	ENSG00000105643.11
chr19:18069546|18073599	ENSG00000096996.16
chr19:18083432|18090769	ENSG00000096996.16
chr19:18121850|18123655	ENSG00000099308.11
chr19:18175040|18177292	ENSG00000216490.4
chr19:18200327|18202740	ENSG00000105649.10
chr19:18211085|18211863	ENSG00000268650.3
chr19:18220874|18221178	ENSG00000105650.22
chr19:18252064|18255419	ENSG00000284797.1
chr19:18312604|18316065	ENSG00000130520.11
chr19:18342859|18349068	ENSG00000130517.14
chr19:18451552|18465575	ENSG00000105656.13
chr19:18537601|18541995	ENSG00000105701.16
chr19:18562036|18565021	ENSG00000105700.11
chr19:18573662|18574972	ENSG00000221983.8
chr19:18588995|18589683	ENSG00000006015.18
chr19:18615975|18618492	ENSG00000105696.9
chr19:18659687|18664443	ENSG00000167487.12
chr19:18785965|18788750	ENSG00000105664.11
chr19:18786532|18788750	ENSG00000105664.11
chr19:18849082|18850242	ENSG00000005007.13
chr19:18850075|18850868	ENSG00000005007.13
chr19:18903268|18911071	ENSG00000105669.14
chr19:18912984|18933045	ENSG00000268193.5
chr19:18921843|18924308	ENSG00000105671.12
chr19:18931976|18938884	ENSG00000051128.19
chr19:18932924|18939049	ENSG00000051128.19
chr19:19004430|19019229	ENSG00000064607.17
chr19:19101781|19104938	ENSG00000181035.14
chr19:19121759|19132754	ENSG00000064545.15
chr19:19147698|19157142	ENSG00000213999.17
chr19:19260813|19269769	ENSG00000267629.3
chr19:19266490|19269769	ENSG00000213996.13
chr19:19267986|19270442	ENSG00000213996.13
chr19:19337170|19338939	ENSG00000129933.21
chr19:19498443|19502043	ENSG00000167491.18
chr19:19526182|19527352	ENSG00000258674.5
chr19:19526182|19528116	ENSG00000258674.5
chr19:19529364|19532740	ENSG00000250067.12
chr19:19655119|19655453	ENSG00000105726.17
chr19:19656660|19657149	ENSG00000105726.17
chr19:19865882|19880146	ENSG00000256771.5
chr19:20645684|20646405	ENSG00000188171.17
chr19:21454383|21456588	ENSG00000268119.7
chr19:22072809|22073564	ENSG00000197134.13
chr19:22523553|22524737	ENSG00000260599.1
chr19:23017718|23023498	ENSG00000261558.2
chr19:23260864|23261744	ENSG00000284428.1
chr19:23807826|23808814	ENSG00000233836.8
chr19:24046184|24049548	ENSG00000268362.6
chr19:27701491|27793232	ENSG00000261824.8
chr19:28375293|28378518	ENSG00000267320.5
chr19:28610260|28611190	ENSG00000266976.3
chr19:28965258|28966472	ENSG00000267339.8
chr19:29527211|29528462	ENSG00000187135.8
chr19:29812969|29820848	ENSG00000105173.14
chr19:29980159|29985301	ENSG00000105176.18
chr19:31588628|31590116	ENSG00000267465.7
chr19:31942310|31944435	ENSG00000267489.5
chr19:32037554|32040570	ENSG00000267779.7
chr19:32037554|32039619	ENSG00000267779.7
chr19:32039493|32040570	ENSG00000267779.7
chr19:32164851|32184504	ENSG00000286041.1
chr19:32463366|32468813	ENSG00000178904.19
chr19:32649682|32659045	ENSG00000105186.16
chr19:32794628|32801873	ENSG00000173809.18
chr19:32953615|32960058	ENSG00000121289.18
chr19:32973184|32973562	ENSG00000131944.10
chr19:33196730|33202986	ENSG00000130881.14
chr19:33202848|33204852	ENSG00000130881.14
chr19:33202848|33206362	ENSG00000130881.14
chr19:33211225|33212639	ENSG00000130876.11
chr19:33413575|33478090	ENSG00000124299.15
chr19:33462995|33490057	ENSG00000124299.15
chr19:33667767|33689391	ENSG00000124302.13
chr19:34005339|34061490	ENSG00000287526.1
chr19:34433348|34443911	ENSG00000126261.13
chr19:34434868|34443911	ENSG00000126261.13
chr19:34490376|34493622	ENSG00000142279.13
chr19:34493037|34494637	ENSG00000142279.13
chr19:34678737|34739268	NA
chr19:34678737|34682897	ENSG00000089335.22
chr19:34902965|34904752	ENSG00000271171.3
chr19:34929884|34931993	ENSG00000168661.15
chr19:35009888|35021605	ENSG00000089351.15
chr19:35042308|35049391	ENSG00000105707.15
chr19:35059673|35060512	ENSG00000105707.15
chr19:35131789|35132042	ENSG00000153902.14
chr19:35131971|35134104	ENSG00000153902.14
chr19:35133318|35134104	ENSG00000153902.14
chr19:35140076|35141572	ENSG00000221857.7
chr19:35140076|35142521	ENSG00000221857.7
chr19:35140076|35141206	ENSG00000221857.7
chr19:35141132|35142771	ENSG00000221857.7
chr19:35250315|35266738	ENSG00000105699.17
chr19:35250315|35266532	ENSG00000105699.17
chr19:35258945|35266738	ENSG00000105699.17
chr19:35280716|35282667	ENSG00000105697.9
chr19:35337755|35341965	ENSG00000012124.17
chr19:35408999|35409472	ENSG00000205786.8
chr19:35505718|35506665	ENSG00000161249.21
chr19:35524859|35526877	ENSG00000189001.11
chr19:35545888|35546585	ENSG00000105677.12
chr19:35554922|35555812	ENSG00000105675.9
chr19:35615227|35618195	ENSG00000249115.9
chr19:35617124|35618195	ENSG00000249115.9
chr19:35631140|35633252	ENSG00000126254.12
chr19:35642434|35642698	ENSG00000105672.15
chr19:35642434|35643045	ENSG00000105672.15
chr19:35744323|35745187	ENSG00000161265.15
chr19:35744323|35745212	ENSG00000161265.15
chr19:35752176|35752999	ENSG00000267796.8
chr19:35753087|35754157	ENSG00000267796.8
chr19:35759382|35759991	ENSG00000167595.16
chr19:35759789|35764936	ENSG00000167595.16
chr19:35780582|35782679	ENSG00000004777.19
chr19:35780582|35782517	ENSG00000004777.19
chr19:35791760|35792442	ENSG00000225872.5
chr19:35806430|35812556	ENSG00000250799.11
chr19:35857050|35857494	ENSG00000126259.20
chr19:35860297|35861641	ENSG00000126259.20
chr19:35870896|35871349	ENSG00000105290.13
chr19:35871858|35876616	ENSG00000105290.13
chr19:36010567|36013422	ENSG00000239382.11
chr19:36013021|36013588	ENSG00000239382.11
chr19:36018898|36026265	ENSG00000105270.15
chr19:36027132|36032513	ENSG00000105270.15
chr19:36142300|36143128	ENSG00000126247.11
chr19:36195030|36202050	ENSG00000196357.12
chr19:36362112|36367971	ENSG00000142065.14
chr19:36574821|36593931	ENSG00000233527.10
chr19:36607552|36610053	ENSG00000161298.19
chr19:36658299|36664786	ENSG00000197808.13
chr19:36689397|36694876	ENSG00000189042.14
chr19:36712386|36712867	ENSG00000189042.14
chr19:36762305|36762675	ENSG00000267041.6
chr19:36823667|36825692	ENSG00000197863.9
chr19:36851830|36872748	ENSG00000251247.12
chr19:36914965|36915251	ENSG00000185869.15
chr19:36925200|36974466	ENSG00000198453.14
chr19:37165595|37170054	ENSG00000196967.11
chr19:37190024|37207254	ENSG00000245680.11
chr19:37198939|37207254	ENSG00000245680.11
chr19:37224818|37230462	ENSG00000188283.12
chr19:37256399|37257394	ENSG00000226686.9
chr19:37324208|37347872	ENSG00000181666.19
chr19:37374158|37379236	ENSG00000189164.15
chr19:37379120|37380372	ENSG00000189164.15
chr19:37426252|37444964	ENSG00000196437.12
chr19:37444907|37465473	ENSG00000196437.12
chr19:37470304|37476007	ENSG00000171827.11
chr19:37520184|37522647	ENSG00000188227.14
chr19:37586668|37594319	ENSG00000180479.14
chr19:37709696|37711692	ENSG00000198182.13
chr19:37819497|37820306	ENSG00000267640.7
chr19:38216353|38219058	ENSG00000011332.22
chr19:38217798|38222464	ENSG00000011332.22
chr19:38290119|38290575	ENSG00000267748.4
chr19:38358278|38359581	ENSG00000099338.23
chr19:38376160|38379405	ENSG00000099341.12
chr19:38390055|38390479	ENSG00000188766.13
chr19:38390299|38392114	ENSG00000188766.13
chr19:38390299|38394476	ENSG00000188766.13
chr19:38535141|38535392	ENSG00000196218.14
chr19:39264382|39265036	ENSG00000272311.1
chr19:39268677|39269637	ENSG00000183709.8
chr19:39296805|39298107	ENSG00000182393.3
chr19:39333077|39335554	ENSG00000130755.13
chr19:39388762|39389383	ENSG00000006712.15
chr19:39390069|39390289	ENSG00000006712.15
chr19:39414989|39415439	ENSG00000090924.15
chr19:39433665|39435708	ENSG00000105193.9
chr19:39433665|39435705	ENSG00000105193.9
chr19:39471357|39472929	ENSG00000196235.14
chr19:39681433|39683763	ENSG00000226025.10
chr19:40204485|40209219	ENSG00000130758.8
chr19:40380323|40384139	ENSG00000160396.9
chr19:40405260|40408031	ENSG00000105227.16
chr19:40502775|40520151	ENSG00000160460.17
chr19:40613916|40614446	ENSG00000090006.18
chr19:40680917|40684556	ENSG00000105245.9
chr19:40703541|40710136	ENSG00000123815.13
chr19:40705096|40714635	ENSG00000123815.13
chr19:40729202|40737087	ENSG00000086544.3
chr19:40776969|40783840	ENSG00000268975.2
chr19:40783778|40801415	ENSG00000171570.11
chr19:40809447|40810495	ENSG00000233622.3
chr19:40877852|40880628	ENSG00000198077.11
chr19:40893674|40898325	ENSG00000130612.16
chr19:40936097|40936541	ENSG00000256612.8
chr19:41004297|41012485	ENSG00000197408.10
chr19:41055202|41059438	ENSG00000268101.2
chr19:41088929|41093771	ENSG00000197838.5
chr19:41239164|41252443	ENSG00000167601.12
chr19:41332128|41342030	ENSG00000105329.11
chr19:41332128|41348455	ENSG00000105329.11
chr19:41391841|41392980	ENSG00000077348.10
chr19:41391841|41392146	ENSG00000077348.10
chr19:41410637|41419296	ENSG00000248098.12
chr19:41683785|41687221	ENSG00000007306.15
chr19:41686859|41688367	ENSG00000007306.15
chr19:41756600|41761527	ENSG00000086548.9
chr19:41838881|41839405	ENSG00000273111.6
chr19:41839508|41843727	ENSG00000273111.6
chr19:41847425|41847881	ENSG00000142025.16
chr19:41847736|41848975	ENSG00000142025.16
chr19:41860775|41861212	ENSG00000105372.8
chr19:41860775|41869214	ENSG00000105372.8
chr19:41877305|41879175	ENSG00000105369.10
chr19:41878990|41879653	ENSG00000105369.10
chr19:41893190|41894306	ENSG00000076928.18
chr19:41898442|41902033	ENSG00000076928.18
chr19:41975629|41981831	ENSG00000105409.19
chr19:41976416|41981831	ENSG00000105409.19
chr19:42054320|42059527	ENSG00000105737.10
chr19:42093829|42095405	ENSG00000028277.22
chr19:42099527|42110756	ENSG00000028277.22
chr19:42215133|42217045	ENSG00000160570.14
chr19:42236858|42240142	ENSG00000268643.2
chr19:42288888|42291745	ENSG00000079432.9
chr19:42314272|42314528	ENSG00000167619.13
chr19:42589457|42593900	ENSG00000124469.12
chr19:42729123|42739089	ENSG00000221826.10
chr19:42754988|42764281	ENSG00000124467.19
chr19:42758002|42854314	ENSG00000124467.19
chr19:42845016|42854314	ENSG00000248257.7
chr19:43170055|43185147	ENSG00000204941.14
chr19:43354207|43360405	ENSG00000204936.10
chr19:43463599|43464456	ENSG00000124466.9
chr19:43486609|43486870	ENSG00000176531.11
chr19:43502101|43504132	ENSG00000176531.11
chr19:43511437|43526659	ENSG00000105755.8
chr19:43526427|43531880	ENSG00000176472.11
chr19:43551571|43553091	ENSG00000073050.12
chr19:43554646|43575002	ENSG00000073050.12
chr19:43608505|43614434	ENSG00000131116.12
chr19:43625911|43627318	ENSG00000105767.3
chr19:43656479|43667691	ENSG00000011422.12
chr19:43692282|43695181	ENSG00000283525.1
chr19:43768963|43769498	ENSG00000104783.15
chr19:43828202|43835592	ENSG00000167637.18
chr19:43919573|43922217	ENSG00000124459.12
chr19:43962725|43965076	ENSG00000159905.15
chr19:44055109|44060581	ENSG00000178386.13
chr19:44055109|44067273	ENSG00000267022.1
chr19:44114049|44115842	ENSG00000256294.8
chr19:44142314|44144647	ENSG00000263002.8
chr19:44144557|44148897	ENSG00000263002.8
chr19:44165588|44166882	ENSG00000167380.17
chr19:44165757|44170095	ENSG00000167380.17
chr19:44166705|44167860	ENSG00000167380.17
chr19:44213090|44228572	ENSG00000131115.16
chr19:44298808|44299732	ENSG00000159917.17
chr19:44299606|44303452	ENSG00000159917.17
chr19:44340416|44397256	ENSG00000267173.1
chr19:44442814|44447600	ENSG00000278318.5
chr19:44484361|44497372	ENSG00000167384.11
chr19:44484361|44497377	ENSG00000167384.11
chr19:44513172|44522912	ENSG00000273777.6
chr19:44623707|44627573	ENSG00000216588.9
chr19:44662278|44667321	ENSG00000186567.14
chr19:44703349|44704296	ENSG00000213892.12
chr19:44781207|44782491	ENSG00000142273.13
chr19:44811225|44813346	ENSG00000187244.12
chr19:44873916|44886000	ENSG00000130202.10
chr19:44892393|44894066	ENSG00000130204.13
chr19:44944749|44948533	ENSG00000224916.9
chr19:44944749|44946075	ENSG00000224916.9
chr19:44977343|44987423	ENSG00000104853.16
chr19:45025329|45032749	ENSG00000104856.14
chr19:45158663|45160221	ENSG00000179846.11
chr19:45227662|45231874	ENSG00000283632.4
chr19:45311749|45317979	ENSG00000104879.5
chr19:45315465|45319731	ENSG00000104879.5
chr19:45315465|45317979	ENSG00000104879.5
chr19:45345534|45348160	ENSG00000104892.17
chr19:45346544|45347516	ENSG00000104892.17
chr19:45361524|45364547	ENSG00000104884.17
chr19:45368630|45369147	ENSG00000104884.17
chr19:45414861|45420427	ENSG00000012061.16
chr19:45499949|45500561	ENSG00000213889.11
chr19:45517663|45518094	ENSG00000125753.14
chr19:45523644|45524660	ENSG00000125753.14
chr19:45634322|45638634	ENSG00000125746.18
chr19:45641918|45642352	ENSG00000125746.18
